section	item	value	note
c_shape	static_only_tier2_split_dispatch_cases	15	Dispatcher cases for the tier2 static-only split model artifact.
coverage	static_only_tier2_split_candidate_slot_rows	5	Tier2 split rows with RetDec-derived known or candidate slot expressions.
coverage	static_only_tier2_split_executable_slot_rows	5	Tier2 split rows whose primary RetDec tail exposes a clean dispatch-table slot.
coverage	static_only_tier2_split_entries	204,34,45,60,289,46,328,191,111,263,39,335,274,137,232	Dispatch entries covered by the tier2 static-only split model artifact.
coverage	static_only_tier3_shared_rows	40	Tier3 static-only multi-function shared-range rows converted into primary handler model evidence.
c_shape	static_only_tier3_shared_functions	40	Syntax-checkable C functions for tier3 static-only shared-range models.
c_shape	static_only_tier3_shared_dispatch_cases	40	Dispatcher cases for the tier3 static-only shared model artifact.
coverage	static_only_tier3_shared_candidate_slot_rows	5	Tier3 shared rows with RetDec-derived known or candidate slot expressions.
coverage	static_only_tier3_shared_executable_slot_rows	2	Tier3 shared rows whose primary RetDec tail exposes a clean dispatch-table slot.
coverage	static_only_tier3_shared_entries	327,109,115,304,135,141,341,120,147,275,152,19,296,329,177,103,24,343,51,8,277,4,212,211,312,104,27,89,230,294,2,166,271,10,249,207,134,223,22,81	Dispatch entries covered by the tier3 static-only shared model artifact.
coverage	static_only_tier4_callret_rows	37	Tier4 static-only native call/ret side-effect rows converted into primary handler model evidence.
c_shape	static_only_tier4_callret_functions	37	Syntax-checkable C functions for tier4 static-only call/ret models.
c_shape	static_only_tier4_callret_dispatch_cases	37	Dispatcher cases for the tier4 static-only call/ret model artifact.
coverage	static_only_tier4_callret_candidate_slot_rows	3	Tier4 call/ret rows with RetDec-derived candidate slot expressions.
coverage	static_only_tier4_callret_executable_slot_rows	0	Tier4 call/ret rows whose primary RetDec tail exposes a clean dispatch-table slot.
coverage	static_only_tier4_callret_call_rows	1	Tier4 call/ret rows whose native skeleton contains call side effects.
coverage	static_only_tier4_callret_multi_ret_rows	3	Tier4 call/ret rows whose native skeleton contains multiple ret side-effect sites.
coverage	static_only_tier4_callret_entries	116,309,265,233,227,58,288,110,126,303,342,353,15,53,163,252,98,149,226,7,139,205,143,202,270,29,1,133,113,21,219,11,132,194,318,93,32	Dispatch entries covered by the tier4 static-only call/ret model artifact.
coverage	static_only_tier5_large_rows	9	Tier5 large static-only rows converted into conservative primary handler model evidence.
c_shape	static_only_tier5_large_functions	9	Syntax-checkable C functions for tier5 large static-only models.
c_shape	static_only_tier5_large_dispatch_cases	9	Dispatcher cases for the tier5 large static-only model artifact.
coverage	static_only_tier5_large_candidate_slot_rows	0	Tier5 large rows with RetDec-derived candidate slot expressions.
coverage	static_only_tier5_large_executable_slot_rows	0	Tier5 large rows whose primary RetDec tail exposes a clean dispatch-table slot.
coverage	static_only_tier5_large_total_span_bytes	12514	Total selected native span bytes for tier5 large static-only model rows.
coverage	static_only_tier5_large_total_insns	2704	Total selected native instructions for tier5 large static-only model rows.
coverage	static_only_tier5_large_entries	76,293,238,306,355,23,325,236,156	Dispatch entries covered by the tier5 large static-only model artifact.
c_shape	target_only_handler_retdec_selected_ranges	3	Target-only VM handler native ranges selected for targeted RetDec.
c_shape	target_only_handler_retdec_functions	8	Targeted RetDec C functions emitted from target-only VM handler native ranges.
c_shape	target_only_handler_retdec_ranges	8	Native address ranges emitted by RetDec for target-only handler coverage.
c_shape	unobserved_handler_retdec_batches	7	Generated targeted RetDec C batches for unobserved VM handler native ranges.
c_shape	unobserved_handler_retdec_selected_ranges	155	Unobserved VM handler native ranges selected across targeted RetDec batches.
c_shape	unobserved_handler_retdec_functions	272	Targeted RetDec C functions emitted from all unobserved handler batches.
c_shape	unobserved_handler_retdec_ranges	272	Native address ranges emitted by RetDec for all unobserved handler batches.
c_shape	unobserved_handler_retdec_external_helpers	14	External helper prototypes referenced by the unobserved RetDec batches.
c_shape	weak_handler_retdec_selected_ranges	36	Observed weak-recovery VM handler native ranges selected for targeted RetDec.
c_shape	weak_handler_retdec_functions	60	Targeted RetDec C functions emitted from observed weak-recovery handler ranges.
c_shape	weak_handler_retdec_ranges	60	Native address ranges emitted by RetDec for observed weak-recovery handlers.
c_shape	weak_handler_retdec_external_helpers	3	External helper prototypes referenced by the weak-handler RetDec artifact.
c_shape	validated_handler_retdec_batches	7	Generated targeted RetDec C batches for static-validated VM handler native ranges.
c_shape	validated_handler_retdec_selected_ranges	166	Static-validated VM handler native ranges selected across targeted RetDec batches.
c_shape	validated_handler_retdec_functions	259	Targeted RetDec C functions emitted from all static-validated handler batches.
c_shape	validated_handler_retdec_ranges	259	Native address ranges emitted by RetDec for all static-validated handler batches.
c_shape	validated_handler_retdec_external_helpers	18	External helper prototypes referenced by the static-validated RetDec batches.
c_shape	handler_retdec_sidecar_files	16	Target-only, unobserved, weak, and static-validated native handler RetDec C sidecar files.
c_shape	handler_retdec_sidecar_selected_ranges	360	All VM dispatch-entry native handler ranges selected for targeted RetDec sidecars.
c_shape	handler_retdec_sidecar_functions	599	All native C functions emitted across target-only, unobserved, weak, and static-validated handler RetDec sidecars.
c_shape	handler_retdec_sidecar_ranges	599	All native address ranges emitted by RetDec across handler sidecars.
c_shape	handler_retdec_index_rows	360	Per-dispatch-entry index rows tying handler entries to native RetDec sidecar functions.
c_shape	handler_retdec_index_entries	360	Distinct VM dispatch entries present in the handler RetDec sidecar index.
c_shape	handler_retdec_index_rows_with_functions	360	Handler RetDec index rows with at least one overlapping native C function.
c_shape	unresolved_family_chain_functions	15	C-shaped evidence functions for residual native-ret-patch / observed-chain synthetic successor families.
c_shape	unresolved_family_chain_native_ret_patch_records	16	Native return-patch target records referenced by residual family C evidence functions.
c_shape	unresolved_family_chain_observed_steps	57	Observed-chain reconciliation steps rendered into residual family C evidence functions.
c_shape	unresolved_family_chain_dispatch_cases	15	Dispatcher cases for residual synthetic successor family starts.
c_shape	path_specialized_functions	560	Validated concrete branch-path C functions.
c_shape	path_specialized_model_rows	560	Validated concrete branch-path metadata rows.
c_shape	path_specialized_dispatch_cases	560	Validated concrete branch-path dispatcher cases keyed by path hash.
c_shape	path_specialized_dispatcher_functions	1	Dispatcher functions for calling validated concrete branch-path handlers by entry and path hash.
coverage_frontier	path_frontier_functions	10	Unvalidated path-specialized C functions retained as explicit frontier evidence.
coverage_frontier	path_frontier_model_rows	10	Unvalidated path-specialized metadata rows retained in the frontier artifact.
coverage_frontier	path_frontier_dispatch_cases	10	Unvalidated path-specialized dispatcher cases keyed by entry/path hash.
coverage_frontier	path_frontier_zero_validation_comments	10	Frontier path functions explicitly marked with zero target/IP validation.
coverage_frontier	path_frontier_slot_audit_rows	10	Weak frontier path slot-expression audit rows.
coverage_frontier	path_frontier_slot_audit_c_rows	10	Weak frontier path slot-expression audit rows retained in C form.
coverage_frontier	path_frontier_slot_audit_not_promotable_rows	10	Weak frontier path rows whose sampled slot expressions still cannot be promoted to hard CFG.
coverage_frontier	path_frontier_slot_audit_direct_table_validated_rows	0	Total direct dispatch-table matches found while auditing weak frontier slot expressions.
coverage_frontier	path_frontier_slot_audit_any_table_match_rows	0	Weak frontier path rows with at least one direct dispatch-table match.
c_shape	direct_top_block_defs	60	Direct compact block functions.
c_shape	direct_top_block_calls	92	Concrete block calls in the compact direct sketch.
c_shape	program_top_block_defs	80	Program-layer compact block functions.
c_shape	program_top_block_calls	39	Concrete block calls in the compact handler-call sketch.
c_shape	program_full_block_defs	499	Full recovered VM basic-block functions.
c_shape	program_full_block_prototypes	499	Forward declarations enabling non-linear CFG calls.
c_shape	program_full_op_calls	71637	Recovered bytecode operations rendered as handler calls.
c_shape	program_full_next_fallbacks	71369	Observed next-entry fallback assignments for exact rows.
c_shape	program_full_block_calls	483	Concrete block-to-block calls in the full program sketch.
c_shape	program_full_synthetic_successor_calls	267	Synthetic terminal spans whose lifted delta lands on a recovered block start.
c_shape	program_full_synthetic_successor_gaps	0	Synthetic terminal spans whose lifted successor still lacks a recovered block start.
c_shape	program_full_synthetic_gap_unresolved_calls	0	Explicit unresolved-tail calls emitted for the remaining synthetic successor gaps.
c_shape	program_full_default_unresolved_fallbacks	1	Default dispatch fallback for VM IPs outside the recovered block switch.
c_shape	program_full_self_loop_comments	1	Recovered self-loops intentionally not emitted as direct recursive calls.
c_shape	program_full_synthetic_tail_target_loads	214	Executable target-entry loads recovered from synthetic tail schemas.
c_shape	program_full_transfer_probe_evidence_sites	21	Synthetic gap sites annotated with static transfer-probe evidence.
c_shape	program_full_transfer_probe_comments	21	Static transfer-probe row comments carried into the full program sketch.
c_shape	program_full_dynamic_stitch_evidence_sites	21	Synthetic gap sites annotated with next-hooked-source dynamic stitch evidence.
c_shape	program_full_dynamic_stitch_event_comments	22	Dynamic stitch event-instance comments carried into the full program sketch.
c_shape	program_full_symbolic_successor_audit_sites	1	Synthetic gap sites annotated with symbolic-slot successor audit evidence.
c_shape	program_full_symbolic_successor_comments	1	Symbolic-slot successor candidate comments carried into the full program sketch.
c_shape	program_full_hidden_chain_probe_sites	21	Synthetic gap sites annotated with hidden-handler-chain probe evidence.
c_shape	program_full_hidden_chain_comments	22	Hidden-handler-chain candidate comments carried into the full program sketch.
c_shape	program_full_residual_audit_sites	20	Residual synthetic gap audit sites carried into the full program sketch.
c_shape	program_full_residual_audit_comments	20	Per-start residual promotion-state comments carried into the full program sketch.
c_shape	program_full_concrete_state_audit_sites	20	Residual concrete-state replay audit sites carried into the full program sketch.
c_shape	program_full_concrete_state_audit_comments	20	Per-start concrete-state replay comments carried into the full program sketch.
c_shape	program_full_live_context_audit_sites	20	Residual live-context replay audit sites carried into the full program sketch.
c_shape	program_full_live_context_audit_comments	20	Per-start live GPR/scratch replay comments carried into the full program sketch.
c_shape	program_full_table_read_diagnostic_sites	20	Residual final table-read diagnostic sites carried into the full program sketch.
c_shape	program_full_table_read_diagnostic_comments	20	Per-start final table-read comments carried into the full program sketch.
c_shape	program_full_table_memory_probe_sites	40	Residual table-offset file mapping sites carried into the full program sketch.
c_shape	program_full_table_memory_probe_comments	40	Per-start residual table-offset file mapping comments carried into the full program sketch.
c_shape	program_full_runtime_table_memory_probe_sites	20	Residual table-offset runtime mapped-memory comparison sites carried into the full program sketch.
c_shape	program_full_runtime_table_memory_probe_comments	20	Per-start residual runtime mapped-memory comparison comments carried into the full program sketch.
c_shape	program_full_live_table_evidence_sites	15	Per-live-row table-offset file/runtime evidence sites carried into the full program sketch.
c_shape	program_full_live_table_evidence_comments	31	Per-live-row table-offset evidence comments carried into the full program sketch.
c_shape	program_full_sampled_ret_patch_probe_sites	15	Sampled native return-patch evidence sites carried into the full program sketch.
c_shape	program_full_sampled_ret_patch_probe_comments	31	Per-run sampled native return-patch comments carried into the full program sketch.
c_shape	program_full_sampled_ret_patch_exit_calls	15	Executable analysis-helper exits for sampled native return-patch synthetic tails in the full program sketch.
c_shape	program_full_native_ret_patch_hidden_bridge_hooks	15	Optional full-program hooks from native return-patch exits into the hidden-control bridge artifact.
c_shape	program_full_sampled_control_correlation_sites	20	Residual sampled-control correlation sites carried into the full program sketch.
c_shape	program_full_sampled_control_correlation_comments	20	Per-start sampled-control correlation comments carried into the full program sketch.
c_shape	program_full_focused_direct_trace_audit_sites	20	Residual focused direct-trace audit sites carried into the full program sketch.
c_shape	program_full_focused_direct_trace_audit_comments	20	Per-start focused direct-trace comments carried into the full program sketch.
c_shape	program_full_focused_direct_bridge_sites	5	Focused residual-start direct trace rows promoted to concrete handler/block calls in the full program sketch.
c_shape	program_full_focused_sequence_audit_sites	20	Residual focused raw-sequence audit sites carried into the full program sketch.
c_shape	program_full_focused_sequence_audit_comments	20	Per-start focused raw-sequence comments carried into the full program sketch.
c_shape	program_full_observed_chain_bridge_audit_sites	20	Residual focused chain bridge audit sites carried into the full program sketch.
c_shape	program_full_observed_chain_bridge_comments	20	Per-start observed-chain bridge comments carried into the full program sketch.
c_shape	program_full_hidden_chain_resolved_calls	1	Hidden-chain matches emitted as concrete handler calls before reentering a recovered block.
c_shape	program_full_live_in_role_evidence_sites	0	Synthetic gap sites annotated with prioritized live-in register role evidence.
c_shape	program_full_live_in_role_comments	0	Live-in role row comments carried into the full program sketch.
c_shape	program_full_final_tail_site_proof_comments	0	Exact native final-tail site proof comments carried into the full program sketch.
c_shape	program_full_live_in_reentry_probe_sites	0	Synthetic gap sites annotated with joined live-in/dynamic-reentry evidence.
c_shape	program_full_live_in_reentry_comments	0	Live-in reentry rows carried into the full program sketch.
c_shape	program_full_allstatic_reentry_probe_sites	0	Synthetic gap sites annotated with all-static immediate next-hook evidence.
c_shape	program_full_allstatic_reentry_comments	0	All-static reentry rows carried into the full program sketch.
c_shape	program_full_observed_reentry_bridge_sites	0	Disabled-by-default observed next-hook bridge snippets emitted beside dynamically stitched unresolved synthetic successors.
c_shape	program_full_observed_reentry_bridge_macros	0	Disabled bridge bodies guarded by VM_ENABLE_OBSERVED_REENTRY_BRIDGES in the full program sketch.
c_shape	program_full_observed_chain_terminal_bridge_sites	0	Disabled-by-default observed focused-chain terminal bridge snippets emitted beside unresolved synthetic successors.
c_shape	program_full_observed_chain_terminal_bridge_macros	0	Disabled focused-chain terminal bridge bodies guarded by VM_ENABLE_OBSERVED_CHAIN_BRIDGES in the full program sketch.
c_shape	program_full_observed_chain_replay_steps	0	Observed focused-chain replay steps emitted inside disabled terminal bridge snippets in the full program sketch.
c_shape	bundle_block_defs	499	Full program block functions inside the combined source bundle.
c_shape	bundle_sampled_ret_patch_handler_functions	4	Native return-patch handler/operator functions inside the combined source bundle.
c_shape	bundle_tier0_static_model_comments	11	Tier0 static-only RetDec model annotations inside the combined source bundle.
c_shape	bundle_tier0_static_slot_recoveries	10	Executable tier0 static-only slot recoveries inside the combined source bundle.
c_shape	bundle_tier1_static_model_comments	43	Tier1 static-only RetDec model annotations inside the combined source bundle.
c_shape	bundle_tier1_static_slot_recoveries	3	Executable tier1 static-only slot recoveries inside the combined source bundle.
c_shape	bundle_tier2_split_model_comments	15	Tier2 static-only split model annotations inside the combined source bundle.
c_shape	bundle_tier2_static_slot_recoveries	5	Executable tier2 static-only slot recoveries inside the combined source bundle.
c_shape	bundle_tier3_shared_model_comments	40	Tier3 static-only shared model annotations inside the combined source bundle.
c_shape	bundle_tier3_static_slot_recoveries	2	Executable tier3 static-only slot recoveries inside the combined source bundle.
c_shape	bundle_tier4_callret_model_comments	37	Tier4 static-only call/ret model annotations inside the combined source bundle.
c_shape	bundle_tier4_static_slot_recoveries	0	Executable tier4 static-only slot recoveries inside the combined source bundle.
c_shape	bundle_tier5_large_model_comments	9	Tier5 large static-only model annotations inside the combined source bundle.
c_shape	bundle_tier5_static_slot_recoveries	0	Executable tier5 static-only slot recoveries inside the combined source bundle.
c_shape	bundle_sampled_ret_patch_handler_evidence_comments	4	Handler-layer sampled ret-patch evidence summaries inside the combined source bundle.
c_shape	bundle_block_calls	483	Concrete block-to-block calls inside the combined source bundle.
c_shape	bundle_synthetic_gap_unresolved_calls	0	Explicit unresolved-tail calls inside the combined source bundle for remaining synthetic successor gaps.
c_shape	bundle_transfer_probe_evidence_sites	21	Synthetic gap sites annotated with transfer-probe evidence inside the combined source bundle.
c_shape	bundle_transfer_probe_comments	21	Static transfer-probe row comments carried into the combined source bundle.
c_shape	bundle_dynamic_stitch_evidence_sites	21	Synthetic gap sites annotated with dynamic stitch evidence inside the combined source bundle.
c_shape	bundle_dynamic_stitch_event_comments	22	Dynamic stitch event-instance comments carried into the combined source bundle.
c_shape	bundle_symbolic_successor_audit_sites	1	Synthetic gap sites annotated with symbolic-slot successor audit evidence inside the combined source bundle.
c_shape	bundle_symbolic_successor_comments	1	Symbolic-slot successor candidate comments carried into the combined source bundle.
c_shape	bundle_hidden_chain_probe_sites	21	Synthetic gap sites annotated with hidden-handler-chain probe evidence inside the combined source bundle.
c_shape	bundle_hidden_chain_comments	22	Hidden-handler-chain candidate comments carried into the combined source bundle.
c_shape	bundle_residual_audit_sites	20	Residual synthetic gap audit sites carried into the combined source bundle.
c_shape	bundle_residual_audit_comments	20	Per-start residual promotion-state comments carried into the combined source bundle.
c_shape	bundle_concrete_state_audit_sites	20	Residual concrete-state replay audit sites carried into the combined source bundle.
c_shape	bundle_concrete_state_audit_comments	20	Per-start concrete-state replay comments carried into the combined source bundle.
c_shape	bundle_live_context_audit_sites	20	Residual live-context replay audit sites carried into the combined source bundle.
c_shape	bundle_live_context_audit_comments	20	Per-start live GPR/scratch replay comments carried into the combined source bundle.
c_shape	bundle_table_read_diagnostic_sites	20	Residual final table-read diagnostic sites carried into the combined source bundle.
c_shape	bundle_table_read_diagnostic_comments	20	Per-start final table-read comments carried into the combined source bundle.
c_shape	bundle_table_memory_probe_sites	40	Residual table-offset file mapping sites carried into the combined source bundle.
c_shape	bundle_table_memory_probe_comments	40	Per-start residual table-offset file mapping comments carried into the combined source bundle.
c_shape	bundle_runtime_table_memory_probe_sites	20	Residual table-offset runtime mapped-memory comparison sites carried into the combined source bundle.
c_shape	bundle_runtime_table_memory_probe_comments	20	Per-start residual runtime mapped-memory comparison comments carried into the combined source bundle.
c_shape	bundle_live_table_evidence_sites	15	Per-live-row table-offset file/runtime evidence sites carried into the combined source bundle.
c_shape	bundle_live_table_evidence_comments	31	Per-live-row table-offset evidence comments carried into the combined source bundle.
c_shape	bundle_sampled_ret_patch_probe_sites	15	Sampled native return-patch evidence sites carried into the combined source bundle.
c_shape	bundle_sampled_ret_patch_probe_comments	31	Per-run sampled native return-patch comments carried into the combined source bundle.
c_shape	bundle_sampled_ret_patch_exit_calls	15	Executable analysis-helper exits for sampled native return-patch synthetic tails inside the combined source bundle.
c_shape	bundle_native_ret_patch_hidden_bridge_hooks	15	Optional combined-bundle hooks from native return-patch exits into the hidden-control bridge artifact.
c_shape	bundle_sampled_control_correlation_sites	20	Residual sampled-control correlation sites carried into the combined source bundle.
c_shape	bundle_sampled_control_correlation_comments	20	Per-start sampled-control correlation comments carried into the combined source bundle.
c_shape	bundle_focused_direct_trace_audit_sites	20	Residual focused direct-trace audit sites carried into the combined source bundle.
c_shape	bundle_focused_direct_trace_audit_comments	20	Per-start focused direct-trace comments carried into the combined source bundle.
c_shape	bundle_focused_direct_bridge_sites	5	Focused residual-start direct trace rows promoted to concrete handler/block calls inside the combined source bundle.
c_shape	bundle_focused_sequence_audit_sites	20	Residual focused raw-sequence audit sites carried into the combined source bundle.
c_shape	bundle_focused_sequence_audit_comments	20	Per-start focused raw-sequence comments carried into the combined source bundle.
c_shape	bundle_observed_chain_bridge_audit_sites	20	Residual focused chain bridge audit sites carried into the combined source bundle.
c_shape	bundle_observed_chain_bridge_comments	20	Per-start observed-chain bridge comments carried into the combined source bundle.
c_shape	bundle_hidden_chain_resolved_calls	1	Hidden-chain matches emitted as concrete handler calls inside the combined source bundle.
c_shape	bundle_live_in_role_evidence_sites	0	Synthetic gap sites annotated with prioritized live-in register role evidence inside the combined source bundle.
c_shape	bundle_live_in_role_comments	0	Live-in role row comments carried into the combined source bundle.
c_shape	bundle_final_tail_site_proof_comments	0	Exact native final-tail site proof comments carried into the combined source bundle.
c_shape	bundle_live_in_reentry_probe_sites	0	Synthetic gap sites annotated with joined live-in/dynamic-reentry evidence inside the combined source bundle.
c_shape	bundle_live_in_reentry_comments	0	Live-in reentry rows carried into the combined source bundle.
c_shape	bundle_allstatic_reentry_probe_sites	0	Synthetic gap sites annotated with all-static immediate next-hook evidence inside the combined source bundle.
c_shape	bundle_allstatic_reentry_comments	0	All-static reentry rows carried into the combined source bundle.
c_shape	bundle_observed_reentry_bridge_sites	0	Disabled-by-default observed next-hook bridge snippets emitted beside dynamically stitched unresolved synthetic successors inside the combined source bundle.
c_shape	bundle_observed_reentry_bridge_macros	0	Disabled bridge bodies guarded by VM_ENABLE_OBSERVED_REENTRY_BRIDGES inside the combined source bundle.
c_shape	bundle_observed_chain_terminal_bridge_sites	0	Disabled-by-default observed focused-chain terminal bridge snippets emitted beside unresolved synthetic successors inside the combined source bundle.
c_shape	bundle_observed_chain_terminal_bridge_macros	0	Disabled focused-chain terminal bridge bodies guarded by VM_ENABLE_OBSERVED_CHAIN_BRIDGES inside the combined source bundle.
c_shape	bundle_observed_chain_replay_steps	0	Observed focused-chain replay steps emitted inside disabled terminal bridge snippets in the combined source bundle.
c_shape	all_evidence_bundle_handler_functions	360	All-entry handler/operator C functions present in the all-evidence single file.
c_shape	all_evidence_bundle_program_blocks	499	Recovered VM bytecode block functions present in the all-evidence single file.
c_shape	all_evidence_bundle_path_specialized_functions	560	Validated path-specialized handler functions retained in the all-evidence single file.
c_shape	all_evidence_bundle_path_specialized_model_rows	560	Validated path-specialized handler metadata rows retained in the all-evidence single file.
c_shape	all_evidence_bundle_path_specialized_dispatch_cases	560	Validated path-specialized handler dispatcher cases retained in the all-evidence single file.
c_shape	all_evidence_bundle_path_specialized_dispatchers	1	Validated path-specialized handler dispatcher functions retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_path_frontier_functions	10	Unvalidated path-specialized frontier functions retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_path_frontier_model_rows	10	Unvalidated path-specialized frontier metadata rows retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_path_frontier_dispatch_cases	10	Unvalidated path-specialized frontier dispatcher cases retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_path_frontier_slot_audit_rows	10	Weak frontier slot-expression audit rows retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_path_frontier_slot_audit_symbols	6	Prefixed path frontier slot-audit symbols retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_native_executable_coverage_section_rows	5	Native executable section coverage rows retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_native_executable_coverage_range_rows	3899	Recovered native executable range rows retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_native_executable_coverage_gap_rows	808	Uncovered native executable gap rows retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_native_executable_coverage_symbols	18	Prefixed native executable coverage audit symbols retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_native_function_inventory_stub_functions	3309	Weak native function skeleton stubs retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_native_function_inventory_metadata_rows	3309	Weak native function inventory metadata rows retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_native_function_inventory_symbols	6625	Prefixed native function inventory symbols retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_native_retdec_gap_queue_rows	2208	Native RetDec gap queue rows retained in the all-evidence single file.
coverage_frontier	all_evidence_bundle_native_retdec_gap_queue_symbols	6	Prefixed native RetDec gap queue symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch00_functions	24	RetDec native C function bodies from native gap batch 00 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch00_symbols	638	Prefixed native gap RetDec batch 00 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch01_functions	16	RetDec native C function bodies from native gap batch 01 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch01_symbols	699	Prefixed native gap RetDec batch 01 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch02_functions	19	RetDec native C function bodies from native gap batch 02 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch02_symbols	594	Prefixed native gap RetDec batch 02 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch03_functions	37	RetDec native C function bodies from native gap batch 03 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch03_symbols	624	Prefixed native gap RetDec batch 03 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch04_functions	16	RetDec native C function bodies from native gap batch 04 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch04_symbols	644	Prefixed native gap RetDec batch 04 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch05_functions	38	RetDec native C function bodies from native gap batch 05 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch05_symbols	578	Prefixed native gap RetDec batch 05 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch06_functions	23	RetDec native C function bodies from native gap batch 06 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch06_symbols	568	Prefixed native gap RetDec batch 06 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch07_functions	42	RetDec native C function bodies from native gap batch 07 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch07_symbols	551	Prefixed native gap RetDec batch 07 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch08_functions	36	RetDec native C function bodies from native gap batch 08 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch08_symbols	624	Prefixed native gap RetDec batch 08 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch09_functions	19	RetDec native C function bodies from native gap batch 09 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch09_symbols	494	Prefixed native gap RetDec batch 09 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch10_functions	25	RetDec native C function bodies from native gap batch 10 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch10_symbols	563	Prefixed native gap RetDec batch 10 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch11_functions	23	RetDec native C function bodies from native gap batch 11 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch11_symbols	529	Prefixed native gap RetDec batch 11 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch12_functions	19	RetDec native C function bodies from native gap batch 12 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch12_symbols	541	Prefixed native gap RetDec batch 12 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch13_functions	20	RetDec native C function bodies from native gap batch 13 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch13_symbols	427	Prefixed native gap RetDec batch 13 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch14_functions	15	RetDec native C function bodies from native gap batch 14 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch14_symbols	455	Prefixed native gap RetDec batch 14 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch15_functions	20	RetDec native C function bodies from native gap batch 15 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch15_symbols	530	Prefixed native gap RetDec batch 15 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch16_functions	18	RetDec native C function bodies from native gap batch 16 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch16_symbols	448	Prefixed native gap RetDec batch 16 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch17_functions	17	RetDec native C function bodies from native gap batch 17 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch17_symbols	401	Prefixed native gap RetDec batch 17 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch18_functions	18	RetDec native C function bodies from native gap batch 18 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch18_symbols	470	Prefixed native gap RetDec batch 18 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch19_functions	21	RetDec native C function bodies from native gap batch 19 retained in the all-evidence single file.
